,PlayerID,Height,Weight,Forty Yard Dash,Shuttle Time,Vertical Jump,Broad Jump,Bench Press,Cone Drill
1043,Nate Herbig67,"6' 4""",334 lbs,5.41 sec,5.04 sec,24.0 in,90 in,29 reps,8.15 sec
1044,Dawson Knox88,"6' 4""",254 lbs,,4.27 sec,34.5 in,,16 reps,7.12 sec
1045,Greg Dortch87,"5' 7""",173 lbs,,,,,,
1046,Blessuan Austin31,"6' 1""",198 lbs,,,,,15 reps,
1047,Diontae Johnson18,"5' 10""",183 lbs,4.53 sec,4.45 sec,33.5 in,123 in,15 reps,7.09 sec
1048,Ryquell Armstead23,"5' 11""",220 lbs,4.45 sec,4.29 sec,30.0 in,114 in,22 reps,7.02 sec
1049,Rock Ya-Sin26,"6' 0""",192 lbs,4.51 sec,4.31 sec,39.5 in,120 in,18 reps,7.31 sec
1050,Alexander Mattison25,"5' 11""",220 lbs,4.67 sec,4.29 sec,35.0 in,127 in,22 reps,7.13 sec
1051,Kahale Warring81,"6' 6""",252 lbs,4.67 sec,4.25 sec,36.5 in,122 in,19 reps,7.21 sec
1052,Keelan Doss18,"6' 3""",204 lbs,,,,,8 reps,
1053,Jawaan Taylor75,"6' 5""",312 lbs,,,,,24 reps,
1054,Mike Bell,"6' 3""",220 lbs,4.83 sec,4.46 sec,30.0 in,118 in,10 reps,7.10 sec
1055,Joejuan Williams33,"6' 3""",212 lbs,4.64 sec,,,,17 reps,
1056,Jamel Dean35,"6' 1""",206 lbs,4.30 sec,4.19 sec,41.0 in,130 in,16 reps,7.02 sec
1057,Travis Homer25,"5' 10""",202 lbs,4.48 sec,4.31 sec,39.5 in,130 in,17 reps,7.07 sec
1058,Greedy Williams26,"6' 2""",185 lbs,4.37 sec,,,,,
1059,David Long51,"5' 11""",227 lbs,4.45 sec,,39.5 in,120 in,15 reps,
1060,David Long51,"5' 11""",196 lbs,4.45 sec,3.97 sec,39.5 in,120 in,15 reps,6.45 sec
1061,Cody Thompson81,"6' 2""",205 lbs,4.57 sec,4.03 sec,38.5 in,119 in,19 reps,6.87 sec
1062,Daniel Jones8,"6' 5""",221 lbs,4.81 sec,4.41 sec,33.5 in,120 in,,7.00 sec
1063,Joe Giles-Harris43,"6' 2""",234 lbs,4.75 sec,,29.5 in,111 in,17 reps,
1064,Jachai Polite95,"6' 3""",258 lbs,4.84 sec,,32.0 in,,,
1065,Qadree Ollison30,"6' 1""",232 lbs,4.58 sec,4.31 sec,29.5 in,114 in,19 reps,7.53 sec
1066,Jace Sternberger87,"6' 4""",251 lbs,4.75 sec,4.31 sec,31.5 in,113 in,17 reps,7.19 sec
1067,David Edwards73,"6' 6""",308 lbs,5.28 sec,4.77 sec,25.5 in,99 in,0 reps,7.69 sec
1068,Cody Ford70,"6' 3""",329 lbs,5.21 sec,4.87 sec,28.5 in,104 in,19 reps,8.27 sec
1069,Shareef Miller51,"6' 4""",254 lbs,4.69 sec,4.45 sec,29.5 in,,16 reps,
1070,Dillon Mitchell13,"6' 1""",197 lbs,4.46 sec,4.20 sec,36.5 in,122 in,12 reps,
1071,Marquise Brown15,"5' 9""",170 lbs,,,,,,
1072,Jake Browning3,"6' 2""",211 lbs,4.74 sec,4.44 sec,29.0 in,112 in,0 reps,7.19 sec
1073,Myles Gaskin37,"5' 10""",200 lbs,4.58 sec,4.27 sec,35.5 in,118 in,24 reps,7.19 sec
1074,Vosean Joseph50,"6' 1""",230 lbs,,,,,,
1075,Taylor Rapp24,"6' 0""",208 lbs,,3.99 sec,35.0 in,115 in,,6.82 sec
1076,Jordan Scarlett20,"5' 11""",210 lbs,4.47 sec,4.63 sec,30.0 in,116 in,21 reps,7.37 sec
1077,Zach Gentry81,"6' 8""",265 lbs,4.90 sec,4.53 sec,29.5 in,110 in,12 reps,7.40 sec
1078,Tyrel Dodson53,"6' 0""",237 lbs,4.60 sec,,,118 in,24 reps,
1079,Clayton Thorson5,"6' 4""",222 lbs,,,,,,
1080,Trysten Hill97,"6' 3""",308 lbs,5.04 sec,4.38 sec,35.0 in,115 in,28 reps,7.70 sec
1081,Emanuel Hall80,"6' 2""",201 lbs,4.39 sec,,43.5 in,141 in,15 reps,
1082,Kaden Smith82,"6' 5""",252 lbs,4.92 sec,4.47 sec,32.0 in,108 in,15 reps,7.08 sec
1083,Jakobi Meyers16,"6' 2""",200 lbs,4.63 sec,4.23 sec,37.0 in,118 in,13 reps,7.07 sec
1084,Kevin Givens90,"6' 1""",285 lbs,5.08 sec,4.62 sec,31.0 in,115 in,32 reps,7.63 sec
1085,Ryan Bates71,"6' 4""",302 lbs,5.09 sec,4.53 sec,27.0 in,102 in,0 reps,7.45 sec
1086,Miles Sanders26,"5' 11""",211 lbs,4.49 sec,4.19 sec,36.0 in,124 in,20 reps,6.89 sec
1087,Darius Slayton86,"6' 1""",190 lbs,4.39 sec,4.15 sec,40.5 in,135 in,11 reps,7.00 sec
1088,Joe Jackson56,"6' 4""",275 lbs,,,27.0 in,109 in,22 reps,
1089,Parris Campbell15,"6' 0""",205 lbs,4.31 sec,4.03 sec,40.0 in,135 in,11 reps,
1090,Alize Mack86,"6' 5""",247 lbs,4.70 sec,4.34 sec,36.0 in,120 in,22 reps,7.27 sec
1091,Isaac Nauta89,"6' 3""",244 lbs,4.91 sec,4.43 sec,28.0 in,,19 reps,7.45 sec
1092,J.J. Arcega-Whiteside19,"6' 2""",225 lbs,,,,,,
1093,Riley Ridley88,"6' 1""",200 lbs,4.58 sec,4.28 sec,30.5 in,124 in,13 reps,7.22 sec
1094,Mecole Hardman17,"5' 10""",187 lbs,4.33 sec,,36.5 in,119 in,17 reps,
1095,Julian Love20,"5' 11""",195 lbs,4.54 sec,4.10 sec,36.0 in,121 in,14 reps,6.72 sec
1096,Elijah Holyfield33,"5' 10""",215 lbs,4.78 sec,,29.5 in,118 in,26 reps,
1097,Javon Patterson65,"6' 3""",307 lbs,5.13 sec,4.78 sec,27.5 in,98 in,27 reps,7.72 sec
1098,Terry McLaurin17,"6' 0""",210 lbs,4.35 sec,4.15 sec,37.5 in,125 in,18 reps,7.01 sec
1099,Sheldrick Redwine29,"6' 0""",196 lbs,4.44 sec,4.14 sec,39.0 in,130 in,,
1100,Otaro Alaka50,"6' 3""",239 lbs,4.82 sec,,36.0 in,131 in,20 reps,
1101,Ross Pierschbacher64,"6' 4""",315 lbs,5.20 sec,4.70 sec,22.5 in,0 in,20 reps,7.83 sec
1102,Erik McCoy78,"6' 4""",314 lbs,4.89 sec,4.62 sec,31.0 in,107 in,29 reps,8.28 sec
1103,Dontavius Russell98,"6' 3""",320 lbs,5.15 sec,4.77 sec,,,24 reps,7.81 sec
1104,Michael Jordan60,"6' 6""",315 lbs,5.27 sec,4.71 sec,32.5 in,116 in,19 reps,7.71 sec
1105,Dalton Risner66,"6' 5""",312 lbs,5.30 sec,4.52 sec,28.5 in,110 in,23 reps,7.69 sec
1106,Johnathan Abram24,"6' 0""",205 lbs,4.45 sec,,,116 in,,
1107,Jordan Brown39,"6' 0""",201 lbs,4.51 sec,,39.5 in,128 in,13 reps,
1108,Trayveon Williams32,"5' 8""",206 lbs,4.51 sec,4.44 sec,33.0 in,121 in,19 reps,7.44 sec
1109,Amani Hooker37,"5' 11""",210 lbs,4.48 sec,4.10 sec,37.0 in,123 in,14 reps,6.81 sec
1110,Miles Boykin80,"6' 4""",220 lbs,4.42 sec,4.07 sec,43.5 in,140 in,12 reps,6.77 sec
1111,David Montgomery32,"5' 10""",222 lbs,4.63 sec,,28.5 in,121 in,15 reps,
1112,Anthony Nelson98,"6' 7""",271 lbs,4.82 sec,4.23 sec,35.5 in,118 in,18 reps,6.95 sec
1113,Hakeem Butler18,"6' 5""",227 lbs,4.48 sec,,36.0 in,128 in,18 reps,
1114,Lil'Jordan Humphrey84,"6' 4""",225 lbs,4.75 sec,4.29 sec,33.5 in,119 in,13 reps,7.09 sec
1115,Dexter Lawrence97,"6' 4""",342 lbs,5.05 sec,,,,36 reps,
1116,Trayvon Mullen27,"6' 2""",200 lbs,4.46 sec,,34.5 in,123 in,,
1117,Bobby Evans71,"6' 4""",312 lbs,5.20 sec,,,,22 reps,
1118,D'Cota Dixon38,"5' 10""",204 lbs,4.81 sec,,33.5 in,119 in,20 reps,
1119,Malik Gant42,"6' 2""",203 lbs,4.63 sec,4.30 sec,34.5 in,114 in,17 reps,7.45 sec
1120,Beau Benzschawel63,"6' 6""",315 lbs,5.24 sec,,,,20 reps,
1121,Michael Deiter63,"6' 6""",310 lbs,5.23 sec,4.81 sec,28.0 in,105 in,21 reps,7.88 sec
1122,Josh Jacobs28,"5' 10""",220 lbs,,,,,,
1123,Quinnen Williams95,"6' 3""",303 lbs,4.83 sec,,30.5 in,112 in,,
1124,Jonah Williams,"6' 4""",305 lbs,5.12 sec,4.79 sec,28.0 in,100 in,23 reps,8.01 sec
1125,Jonah Williams73,"6' 4""",305 lbs,5.12 sec,4.79 sec,28.0 in,100 in,23 reps,8.01 sec
1126,Deionte Thompson35,"6' 1""",195 lbs,,,,,,
1127,Saivion Smith26,"6' 1""",199 lbs,,4.37 sec,33.0 in,121 in,11 reps,7.09 sec
1128,Tony Pollard20,"6' 0""",209 lbs,4.52 sec,,35.0 in,121 in,13 reps,
1129,Johnnie Dixon12,"5' 11""",198 lbs,4.41 sec,4.43 sec,37.5 in,120 in,16 reps,
1130,Malik Carney53,"6' 2""",251 lbs,4.73 sec,,33.0 in,113 in,25 reps,7.40 sec
1131,Daylon Mack94,"6' 1""",340 lbs,5.10 sec,4.95 sec,27.0 in,102 in,30 reps,8.02 sec
1132,Mack Wilson51,"6' 1""",240 lbs,,,32.0 in,117 in,,
1133,T.J. Hockenson88,"6' 5""",251 lbs,4.70 sec,4.18 sec,37.5 in,123 in,17 reps,7.02 sec
1134,Devin White45,"6' 0""",237 lbs,4.42 sec,7.07 sec,39.5 in,118 in,22 reps,7.07 sec
1135,Andy Isabella89,"5' 9""",188 lbs,4.31 sec,4.15 sec,36.5 in,121 in,15 reps,6.95 sec
1136,Kyler Murray1,"5' 10""",207 lbs,,,,,,
1137,Sione Takitaki44,"6' 1""",238 lbs,4.63 sec,4.28 sec,37.0 in,125 in,24 reps,7.21 sec
1138,Kendall Sheffield20,"5' 10""",212 lbs,,,,,,
1139,Terry Godwin14,"5' 11""",185 lbs,4.55 sec,,36.5 in,117 in,,6.96 sec
1140,Brett Rypien4,"6' 2""",202 lbs,4.91 sec,4.29 sec,33.0 in,116 in,0 reps,7.10 sec
1141,Jamal Custis14,"6' 4""",213 lbs,4.50 sec,,34.5 in,124 in,0 reps,
1142,Easton Stick2,"6' 1""",224 lbs,4.62 sec,4.05 sec,33.5 in,118 in,0 reps,6.65 sec
1143,KeeSean Johnson19,"6' 1""",201 lbs,4.60 sec,4.23 sec,30.0 in,117 in,14 reps,7.28 sec
1144,Jordan Ta'amu8,"6' 3""",221 lbs,4.77 sec,4.36 sec,27.5 in,109 in,0 reps,7.06 sec
1145,Jalen Hurd14,"6' 4""",230 lbs,,,,0 in,23 reps,
1146,Gary Jennings16,"6' 1""",215 lbs,4.42 sec,4.15 sec,37.0 in,127 in,20 reps,7.32 sec
1147,Damien Harris37,"5' 11""",213 lbs,4.57 sec,,37.0 in,121 in,16 reps,
1148,Rodney Anderson33,"6' 0""",224 lbs,,,,,25 reps,
1149,Karan Higdon31,"5' 10""",202 lbs,4.49 sec,,34.0 in,123 in,21 reps,
1150,Emmanuel Butler17,"6' 4""",220 lbs,,4.22 sec,36.0 in,115 in,11 reps,
1151,Jalin Moore30,"5' 10""",212 lbs,,,,,27 reps,
1152,Mark Fields32,"5' 10""",180 lbs,4.37 sec,,,,18 reps,
1153,Sean Murphy-Bunting23,"6' 0""",195 lbs,4.42 sec,,41.5 in,126 in,14 reps,
1154,Clelin Ferrell96,"6' 4""",265 lbs,,4.40 sec,,,25 reps,7.26 sec
1155,Rashan Gary52,"6' 5""",277 lbs,4.58 sec,4.29 sec,38.0 in,120 in,26 reps,7.26 sec
1156,Andre James68,"6' 4""",300 lbs,5.32 sec,4.84 sec,29.0 in,105 in,21 reps,8.00 sec
1157,Ed Oliver91,"6' 1""",287 lbs,,,36.0 in,120 in,32 reps,
1158,Chase Winovich50,"6' 3""",250 lbs,4.59 sec,4.11 sec,30.5 in,116 in,18 reps,6.94 sec
1159,DaMarkus Lodge18,"6' 2""",202 lbs,4.55 sec,4.53 sec,33.5 in,119 in,11 reps,7.06 sec
1160,Trey Pipkins79,"6' 6""",309 lbs,5.12 sec,4.70 sec,33.5 in,114 in,16 reps,7.61 sec
1161,Tommy Sweeney89,"6' 5""",251 lbs,4.83 sec,,,,17 reps,
1162,Nasir Adderley24,"6' 0""",206 lbs,,,,,,
1163,Elgton Jenkins74,"6' 5""",311 lbs,,4.62 sec,28.0 in,109 in,29 reps,7.77 sec
1164,Dexter Williams22,"5' 11""",212 lbs,4.57 sec,4.16 sec,36.0 in,130 in,17 reps,7.00 sec
1165,Andre Dillard77,"6' 5""",315 lbs,4.96 sec,4.40 sec,29.0 in,118 in,24 reps,7.44 sec
1166,Tyler Jones63,"6' 3""",306 lbs,,4.82 sec,31.5 in,111 in,23 reps,7.75 sec
1167,Lamont Gaillard65,"6' 3""",305 lbs,,,,,,
1168,Joshua Miles66,"6' 5""",314 lbs,5.32 sec,4.75 sec,36.0 in,109 in,0 reps,8.07 sec
1169,Ethan Greenidge73,"6' 4""",335 lbs,,,,,,
1170,Daniel Helm88,"6' 4""",255 lbs,4.89 sec,,,,14 reps,
1171,Fred Johnson74,"6' 7""",326 lbs,,,,,,
1172,Saquan Hampton33,"6' 1""",206 lbs,4.48 sec,,,125 in,14 reps,
1173,Rashad Fenton27,"5' 11""",188 lbs,4.52 sec,4.25 sec,343.0 in,117 in,12 reps,
1174,Mike Jackson28,"6' 1""",210 lbs,4.45 sec,4.12 sec,40.5 in,130 in,13 reps,7.12 sec
1175,Chris Slayton91,"6' 4""",307 lbs,5.13 sec,4.73 sec,29.0 in,101 in,28 reps,
1176,Kendall Blanton86,"6' 6""",262 lbs,4.95 sec,4.42 sec,31.0 in,113 in,22 reps,7.37 sec
1177,Paul Adams79,"6' 5""",317 lbs,5.18 sec,4.74 sec,27.0 in,103 in,16 reps,7.68 sec
1178,Jackson Barton68,"6' 7""",310 lbs,5.18 sec,4.66 sec,27.0 in,109 in,25 reps,7.85 sec
1179,Ryan Pope67,"6' 7""",320 lbs,,,,,25 reps,
1180,Cody Barton57,"6' 2""",237 lbs,4.64 sec,4.03 sec,32.5 in,116 in,30 reps,6.90 sec
1181,Travis Fulgham14,"6' 2""",215 lbs,4.58 sec,,36.5 in,126 in,15 reps,
1182,D'Andre Walker42,"6' 2""",251 lbs,,,,,,
1183,Renell Wren95,"6' 5""",315 lbs,5.01 sec,4.53 sec,32.0 in,118 in,30 reps,7.65 sec
1184,Zach Allen94,"6' 4""",281 lbs,5.00 sec,4.36 sec,32.0 in,112 in,24 reps,7.34 sec
1185,Tytus Howard71,"6' 5""",322 lbs,5.05 sec,4.87 sec,29.5 in,103 in,21 reps,8.34 sec
1186,Amani Oruwariye24,"6' 2""",205 lbs,4.47 sec,4.16 sec,36.5 in,120 in,17 reps,6.82 sec
1187,Montez Sweat90,"6' 6""",262 lbs,4.41 sec,4.29 sec,36.0 in,125 in,21 reps,7.00 sec
1188,Khalen Saunders99,"6' 0""",324 lbs,5.01 sec,4.62 sec,30.5 in,101 in,27 reps,7.57 sec
1189,Gerald Willis53,"6' 2""",300 lbs,,,,,,
1190,Kaleb McGary76,"6' 6""",306 lbs,5.05 sec,4.58 sec,33.5 in,111 in,23 reps,7.66 sec
1191,Hunter Renfrow13,"5' 10""",185 lbs,4.59 sec,4.19 sec,35.0 in,116 in,7 reps,6.80 sec
1192,Ryan Finley5,"6' 4""",207 lbs,4.73 sec,4.20 sec,30.5 in,116 in,0 reps,7.20 sec
1193,L.J. Collier95,"6' 2""",291 lbs,4.91 sec,4.78 sec,30.0 in,118 in,25 reps,7.71 sec
1194,Trace McSorley7,"6' 0""",202 lbs,4.57 sec,4.12 sec,115.0 in,115 in,0 reps,7.09 sec
1195,Byron Cowart99,"6' 3""",300 lbs,5.16 sec,,30.0 in,111 in,26 reps,
1196,Isaiah Buggs96,"6' 3""",295 lbs,5.15 sec,4.83 sec,24.5 in,96 in,20 reps,8.01 sec
1197,Jerry Tillery99,"6' 6""",295 lbs,4.93 sec,4.33 sec,32.0 in,115 in,23 reps,7.45 sec
1198,Christian Wilkins94,"6' 4""",315 lbs,5.04 sec,4.55 sec,29.5 in,107 in,28 reps,
1199,Khari Willis37,"5' 11""",213 lbs,4.52 sec,,34.5 in,118 in,22 reps,
1200,Ben Banogu52,"6' 3""",250 lbs,4.62 sec,4.27 sec,40.0 in,134 in,23 reps,7.02 sec
1201,Christian Miller55,"6' 3""",245 lbs,,,38.5 in,118 in,,
1202,Yodny Cajuste63,"6' 5""",310 lbs,,,,,32 reps,
1203,Chase Hansen42,"6' 3""",222 lbs,,,,,,
1204,Andrew Wingard42,"6' 0""",209 lbs,4.56 sec,4.20 sec,36.5 in,121 in,9 reps,7.08 sec
1205,Montre Hartage,"6' 0""",190 lbs,4.68 sec,4.08 sec,34.5 in,123 in,9 reps,6.95 sec
1206,Justin Hollins52,"6' 5""",248 lbs,4.50 sec,4.40 sec,36.5 in,119 in,25 reps,7.06 sec
1207,Armon Watts96,"6' 5""",295 lbs,5.23 sec,,,,,
1208,Bobby Okereke58,"6' 1""",239 lbs,4.58 sec,4.26 sec,33.5 in,122 in,,7.25 sec
1209,Isaiah Prince71,"6' 7""",305 lbs,5.09 sec,5.02 sec,27.0 in,115 in,23 reps,7.90 sec
1210,Carl Granderson96,"6' 5""",261 lbs,4.79 sec,4.41 sec,35.0 in,119 in,,7.44 sec
1211,Garrett Bradbury56,"6' 3""",305 lbs,4.92 sec,4.53 sec,31.0 in,104 in,0 reps,7.41 sec
1212,Josh Oliver89,"6' 5""",250 lbs,4.63 sec,4.47 sec,34.0 in,117 in,22 reps,7.21 sec
1213,Dennis Daley65,"6' 6""",325 lbs,5.23 sec,4.92 sec,26.5 in,103 in,20 reps,7.95 sec
1214,Charles Omenihu94,"6' 5""",280 lbs,4.92 sec,4.36 sec,36.5 in,115 in,,7.48 sec
1215,Terrill Hanks57,"6' 2""",241 lbs,4.98 sec,,35.5 in,118 in,21 reps,
1216,Isaiah Johnson31,"6' 2""",210 lbs,4.40 sec,4.06 sec,36.5 in,133 in,,6.81 sec
1217,Dru Samia73,"6' 5""",308 lbs,5.29 sec,4.70 sec,27.5 in,101 in,28 reps,7.89 sec
1218,Corey Ballentine25,"5' 11""",196 lbs,4.47 sec,4.14 sec,39.5 in,135 in,15 reps,6.82 sec
1219,Marquise Blair27,"6' 1""",196 lbs,4.48 sec,,35.0 in,125 in,,
1220,Kris Boyd38,"5' 11""",200 lbs,4.45 sec,4.08 sec,36.5 in,127 in,19 reps,6.94 sec
1221,John Cominsky50,"6' 5""",285 lbs,4.69 sec,4.38 sec,33.5 in,116 in,22 reps,7.03 sec
1222,Nate Davis64,"6' 3""",316 lbs,5.23 sec,4.83 sec,26.0 in,107 in,23 reps,7.94 sec
1223,Chuma Edoga75,"6' 3""",308 lbs,5.19 sec,,,,21 reps,
1224,Greg Gaines91,"6' 1""",312 lbs,5.16 sec,,31.0 in,109 in,30 reps,
1225,Dan Godsil84,"6' 3""",241 lbs,,,,,,
1226,Dre Greenlaw57,"6' 0""",227 lbs,,,33.0 in,117 in,24 reps,
1227,Will Harris25,"6' 1""",207 lbs,4.41 sec,4.12 sec,36.5 in,123 in,20 reps,6.91 sec
1228,Alec Ingold45,"6' 1""",240 lbs,4.89 sec,4.32 sec,34.0 in,116 in,16 reps,7.35 sec
1229,Jalen Jelks96,"6' 5""",256 lbs,4.92 sec,4.59 sec,32.5 in,113 in,19 reps,7.22 sec
1230,Chris Lindstrom63,"6' 3""",307 lbs,4.91 sec,4.54 sec,30.5 in,117 in,25 reps,7.61 sec
1231,Drew Sample89,"6' 5""",258 lbs,4.71 sec,4.31 sec,33.5 in,115 in,,7.15 sec
1232,Darnell Savage26,"5' 11""",198 lbs,4.36 sec,4.14 sec,39.5 in,126 in,11 reps,7.03 sec
1233,Max Scharping74,"6' 6""",327 lbs,,4.69 sec,28.0 in,108 in,27 reps,7.77 sec
1234,Cameron Smith59,"6' 2""",235 lbs,4.69 sec,4.23 sec,39.0 in,123 in,15 reps,
1235,Drue Tranquill49,"6' 2""",234 lbs,4.57 sec,4.14 sec,37.5 in,122 in,31 reps,6.94 sec
1236,Alex Wesley13,"5' 11""",190 lbs,4.45 sec,4.44 sec,38.5 in,125 in,13 reps,7.40 sec
1237,Gerri Green95,"6' 4""",252 lbs,4.63 sec,4.42 sec,35.0 in,114 in,24 reps,7.27 sec
1238,Jaquan Johnson46,"5' 10""",191 lbs,4.69 sec,,33.0 in,121 in,18 reps,
1239,Foster Moreau87,"6' 4""",250 lbs,4.66 sec,4.11 sec,36.5 in,121 in,22 reps,7.16 sec
1240,Ben Powers72,"6' 4""",310 lbs,,,,,21 reps,
1241,Juan Thornhill22,"6' 0""",205 lbs,4.42 sec,,44.0 in,141 in,21 reps,
1242,Trevon Wesco85,"6' 3""",267 lbs,4.89 sec,4.38 sec,31.0 in,117 in,24 reps,7.18 sec
1243,Azeez Al-Shaair51,"6' 2""",228 lbs,,,,,16 reps,
1244,Darryl Johnson92,"6' 6""",253 lbs,,,,,20 reps,
1245,Dakota Allen53,"6' 1""",232 lbs,4.77 sec,4.04 sec,31.5 in,116 in,23 reps,6.88 sec
1246,Ugo Amadi28,"5' 9""",201 lbs,4.51 sec,4.19 sec,32.5 in,115 in,18 reps,7.21 sec
1247,Alex Bars64,"6' 6""",312 lbs,,,,,,
1248,John Battle32,"6' 0""",201 lbs,4.67 sec,4.33 sec,29.5 in,120 in,,7.09 sec
1249,Austin Bryant94,"6' 6""",280 lbs,,,,,,
1250,Ben Burr-Kirven55,"6' 0""",230 lbs,4.56 sec,4.09 sec,34.5 in,121 in,21 reps,6.85 sec
1251,Shaq Calhoun62,"6' 3""",310 lbs,5.07 sec,4.62 sec,28.5 in,105 in,26 reps,7.46 sec
1252,Blake Cashman53,"6' 1""",237 lbs,4.50 sec,4.12 sec,37.5 in,124 in,18 reps,6.95 sec
1253,Ryan Connelly57,"6' 2""",242 lbs,4.66 sec,4.31 sec,34.5 in,118 in,,7.09 sec
1254,Derrick Brown95,"6' 5""",326 lbs,5.16 sec,4.79 sec,27.0 in,108 in,28 reps,8.22 sec
1255,Ashton Dulin16,"6' 1""",215 lbs,4.43 sec,4.22 sec,38.0 in,121 in,13 reps,7.00 sec
1256,Emeke Egbule51,"6' 2""",245 lbs,4.65 sec,4.38 sec,33.0 in,119 in,20 reps,7.38 sec
1257,Hjalte Froholdt64,"6' 5""",310 lbs,5.20 sec,4.54 sec,27.5 in,105 in,31 reps,7.51 sec
1258,Derwin Gray77,"6' 5""",320 lbs,5.26 sec,,,90 in,26 reps,
1259,Porter Gustin97,"6' 5""",260 lbs,4.69 sec,,35.5 in,119 in,31 reps,
1260,Nate Hall48,"6' 2""",224 lbs,,,,,,
1261,Terez Hall59,"6' 2""",230 lbs,,,,,20 reps,
1262,Phil Haynes60,"6' 4""",322 lbs,5.20 sec,4.95 sec,31.0 in,108 in,33 reps,7.76 sec
1263,Alijah Holder49,"6' 1""",181 lbs,4.60 sec,4.15 sec,36.0 in,121 in,9 reps,6.70 sec
1264,Albert Huggins76,"6' 3""",305 lbs,5.12 sec,4.84 sec,25.5 in,101 in,35 reps,7.84 sec
1265,Mitch Hyatt65,"6' 5""",306 lbs,,4.52 sec,25.5 in,102 in,28 reps,7.72 sec
1266,Bisi Johnson81,"6' 0""",204 lbs,4.51 sec,4.16 sec,38.0 in,124 in,14 reps,6.88 sec
1267,Jordan Jones45,"6' 2""",234 lbs,4.62 sec,4.37 sec,32.5 in,123 in,23 reps,
1268,Brandon Knight69,"6' 4""",314 lbs,,,,,,
1269,Mark McLaurin46,"6' 1""",212 lbs,4.77 sec,4.46 sec,36.0 in,,12 reps,
1270,Stanley Morgan17,"6' 0""",205 lbs,4.53 sec,4.13 sec,38.5 in,125 in,14 reps,6.78 sec
1271,Yosh Nijman73,"6' 7""",314 lbs,,4.50 sec,,114 in,27 reps,8.07 sec
1272,Sua Opeta78,"6' 4""",301 lbs,5.02 sec,4.94 sec,33.0 in,112 in,39 reps,8.06 sec
1273,Wyatt Ray43,"6' 3""",257 lbs,4.83 sec,4.31 sec,34.0 in,118 in,25 reps,7.34 sec
1274,Ty Summers44,"6' 1""",241 lbs,4.51 sec,,36.0 in,123 in,27 reps,
1275,Jahlani Tavai51,"6' 2""",250 lbs,,,,,,
1276,Derrek Thomas,"6' 3""",189 lbs,4.44 sec,,39.5 in,131 in,8 reps,
1277,Andrew Van Ginkel43,"6' 4""",242 lbs,,4.14 sec,38.0 in,123 in,17 reps,6.89 sec
1278,Ken Webster31,"5' 11""",201 lbs,4.43 sec,4.14 sec,43.0 in,133 in,18 reps,6.85 sec
1279,Donovan Wilson37,"6' 0""",204 lbs,,,36.0 in,127 in,18 reps,
1280,Jordan Elliott1,"6' 4""",302 lbs,5.02 sec,4.73 sec,27.5 in,,24 reps,
1281,Yetur Gross-Matos97,"6' 5""",266 lbs,,,34.0 in,120 in,20 reps,
1282,Isaiah Hodgins87,"6' 3""",210 lbs,4.61 sec,4.12 sec,36.5 in,124 in,9 reps,7.01 sec
1283,Gabriel Davis3,"6' 2""",216 lbs,4.54 sec,4.59 sec,35.0 in,124 in,14 reps,7.08 sec
1284,Andrew Thomas71,"6' 5""",315 lbs,5.22 sec,4.66 sec,30.5 in,109 in,21 reps,7.58 sec
1285,Javon Leake,"6' 0""",215 lbs,4.65 sec,,34.0 in,125 in,0 reps,
1286,Cameron Dantzler27,"6' 2""",188 lbs,4.64 sec,,34.5 in,,,
1287,Hunter Bryant1,"6' 2""",248 lbs,4.74 sec,4.46 sec,32.5 in,115 in,23 reps,7.08 sec
1288,Jonathan Garvin53,"6' 4""",263 lbs,4.82 sec,,36.0 in,125 in,23 reps,
1289,Trey Adams,"6' 8""",318 lbs,5.60 sec,,24.5 in,92 in,,
1290,CJ Henderson21,"6' 1""",204 lbs,4.39 sec,,37.5 in,127 in,20 reps,
1291,Albert Okwuegbunam81,"6' 5""",258 lbs,4.49 sec,,,,,
1292,AJ Dillon28,"6' 0""",247 lbs,4.53 sec,,41.0 in,131 in,23 reps,7.19 sec
1293,Jordan Love10,"6' 4""",224 lbs,4.74 sec,4.52 sec,35.5 in,118 in,,7.21 sec
1294,Eno Benjamin26,"5' 9""",207 lbs,4.57 sec,4.25 sec,39.0 in,122 in,12 reps,6.97 sec
1295,Zack Baun53,"6' 2""",238 lbs,4.65 sec,4.31 sec,32.5 in,115 in,24 reps,7.00 sec
1296,Jauan Jennings81,"6' 3""",215 lbs,4.72 sec,,29.0 in,119 in,,
1297,Justin Madubuike53,"6' 3""",293 lbs,4.83 sec,,,,31 reps,7.37 sec
1298,Kamren Curl31,"6' 1""",206 lbs,4.60 sec,,34.5 in,125 in,24 reps,
1299,Jeff Thomas,"5' 9""",170 lbs,4.45 sec,,36.5 in,,,
1300,Cam Akers23,"5' 10""",217 lbs,4.47 sec,,35.5 in,122 in,20 reps,
1301,Kamal Martin54,"6' 3""",240 lbs,,,,,,
1302,Brandon Aiyuk11,"5' 11""",205 lbs,4.50 sec,,40.0 in,128 in,11 reps,
1303,Trevon Diggs31,"6' 1""",205 lbs,,,,,,
1304,Terrell Lewis52,"6' 5""",262 lbs,,,37.0 in,124 in,0 reps,
1305,Mekhi Becton73,"6' 7""",364 lbs,5.10 sec,,,,23 reps,
